1, 1, 1377, 640, 45, 61, -1, 1, 0
1, 2, 794, 162, 45, 32, -1, 3, 0
1, 3, 460, 226, 78, 88, -1, 8, 0
1, 4, 678, 172, 40, 36, -1, 3, 0
1, 5, 1344, 743, 40, 53, -1, 1, 0
1, 6, 1039, 230, 119, 54, -1, 7, 0
1, 8, 618, 355, 102, 78, -1, 1, 0
1, 9, 1194, 235, 31, 29, -1, 3, 0
1, 10, 540, 245, 47, 53, -1, 1, 0
1, 11, 1194, 235, 32, 29, -1, 8, 0
1, 12, 541, 303, 59, 53, -1, 1, 0
2, 1, 1377, 640, 45, 61, -1, 1, 0
2, 2, 795, 162, 44, 32, -1, 3, 0
2, 3, 462, 227, 76, 85, -1, 8, 0
2, 4, 678, 172, 38, 36, -1, 3, 0
2, 5, 1345, 743, 39, 53, -1, 1, 0
2, 6, 1022, 226, 132, 57, -1, 7, 0
2, 8, 669, 344, 91, 81, -1, 1, 0
2, 9, 1192, 234, 33, 31, -1, 3, 0
2, 11, 1193, 235, 33, 31, -1, 8, 0
2, 12, 533, 310, 45, 47, -1, 1, 0
3, 1, 1377, 640, 45, 61, -1, 1, 0
3, 2, 794, 162, 44, 32, -1, 3, 0
3, 3, 460, 225, 81, 91, -1, 8, 0
3, 4, 678, 172, 38, 36, -1, 3, 0
3, 5, 1345, 743, 39, 53, -1, 1, 0
3, 6, 1004, 223, 144, 60, -1, 7, 0
3, 8, 722, 337, 86, 71, -1, 1, 0
3, 9, 1192, 234, 34, 32, -1, 8, 0
3, 12, 512, 315, 46, 48, -1, 1, 0
4, 1, 1377, 640, 45, 61, -1, 1, 0
4, 2, 794, 162, 44, 32, -1, 3, 0
4, 3, 461, 225, 80, 92, -1, 8, 0
4, 4, 678, 172, 38, 36, -1, 3, 0
4, 5, 1346, 744, 38, 50, -1, 1, 0
4, 6, 985, 218, 149, 63, -1, 7, 0
4, 8, 770, 322, 91, 78, -1, 1, 0
4, 9, 1191, 234, 35, 31, -1, 3, 0
4, 10, 495, 283, 34, 40, -1, 1, 0
4, 11, 1192, 235, 34, 31, -1, 8, 0
4, 12, 494, 330, 38, 42, -1, 1, 0
5, 1, 1377, 640, 45, 61, -1, 1, 0
5, 2, 795, 163, 43, 30, -1, 3, 0
5, 3, 461, 223, 80, 94, -1, 8, 0
5, 4, 678, 172, 38, 36, -1, 3, 0
5, 5, 1346, 744, 38, 50, -1, 1, 0
5, 6, 962, 212, 157, 67, -1, 7, 0
5, 8, 828, 323, 79, 71, -1, 1, 0
5, 9, 1191, 234, 35, 32, -1, 3, 0
5, 11, 1192, 234, 33, 32, -1, 8, 0
5, 12, 475, 336, 38, 41, -1, 1, 0
6, 1, 1377, 639, 44, 61, -1, 1, 0
6, 2, 794, 161, 46, 33, -1, 3, 0
6, 3, 460, 225, 82, 91, -1, 8, 0
6, 4, 678, 172, 38, 36, -1, 3, 0
6, 5, 1346, 743, 38, 51, -1, 1, 0
6, 6, 947, 210, 160, 66, -1, 7, 0
6, 8, 873, 326, 74, 62, -1, 1, 0
6, 9, 1191, 234, 35, 31, -1, 3, 0
6, 10, 466, 338, 37, 39, -1, 1, 0
6, 11, 1192, 234, 34, 32, -1, 8, 0
7, 1, 1376, 638, 47, 63, -1, 1, 0
7, 2, 794, 161, 46, 33, -1, 3, 0
7, 3, 459, 225, 83, 93, -1, 8, 0
7, 4, 678, 172, 38, 36, -1, 3, 0
7, 5, 1345, 743, 40, 53, -1, 1, 0
7, 6, 923, 208, 165, 68, -1, 7, 0
7, 8, 918, 317, 66, 64, -1, 1, 0
7, 9, 1191, 234, 36, 32, -1, 3, 0
